created_at	id	entities|user_mentions|screen_name	entities|media|type	favorite_count	retweet_count	retweeted_status|id	retweeted_status|favorite_count	retweeted_status|retweet_count	retweeted_status|created_at	entities|media|url	text
Fri Apr 12 21:52:32 +0000 2013	322829615221583872	Reebok	0	0	0	0	0	0	0	0	Thanks @Reebok for standing up to rape culture and dropping Rick Ross! Sign the card: http://t.co/OjapFwPEwt
Fri Apr 12 20:23:52 +0000 2013	322807300173733889	DisneyStore	0	0	0	0	0	0	0	0	Women can be heroes too! Stop selling sexist t-shirts @DisneyStore. I'm #NotBuyingIt https://t.co/joD7c2inc4
Fri Apr 05 15:44:07 +0000 2013	320200185487687681	Reebok	0	0	0	0	0	0	0	0	@Reebok -- every day you keep Rick Ross is a day you endorse rape and lose customers #DropRickRoss
Thu Apr 04 23:12:46 +0000 2013	319950700425662464	Reebok|UltraViolet	0	0	0	0	0	0	0	0	.@Reebok needs to drop Rick Ross NOW. Bragging about rape is NEVER ok cc: @UltraViolet http://t.co/fT1L77Nbak
Thu Apr 04 17:13:57 +0000 2013	319860402383122432	DBNess	0	0	0	0	0	0	0	0	Thanks, @DBNess ! :)
Wed Apr 03 17:24:10 +0000 2013	319500586120794112	WeSabio|weCodeTogether|celiala|cedbrownsaid	0	0	1	319498732804661249	0	1	Wed Apr 03 17:16:48 +0000 2013	0	RT @WeSabio: Vote For Us! Help us win $100K for Dev Bootcamp 4 Women and Minorities http://t.co/QkYItDSUl2  @weCodeTogether @celiala @ce ...
Wed Apr 03 02:48:13 +0000 2013	319280147310202880	0	0	0	0	0	0	0	0	0	Un-memorizing the "silence is sexy" date script: women are not given enough opportunities to say ‘yes’ http://t.co/70jWa0hFf2
Wed Apr 03 02:46:07 +0000 2013	319279618693668865	0	0	0	0	0	0	0	0	0	Helping women climb the ladder makes good business sense. http://t.co/PoH2eONkuG
Tue Apr 02 21:17:33 +0000 2013	319196929730936833	GirlsWhoCode	0	0	0	0	0	0	0	0	YES! Opening a Gateway for Girls to Enter the Computer Field @GirlsWhoCode http://t.co/LkclOVLD3l
Mon Apr 01 17:14:06 +0000 2013	318773277927563264	jonmarkgo|CAH	0	0	1	318766390557413376	0	1	Mon Apr 01 16:46:44 +0000 2013	0	RT @jonmarkgo: This @CAH customer service hotline is absolutely hilarious - call it now at (312) 756-0834
Mon Apr 01 17:03:40 +0000 2013	318770651760570369	DBNess	0	0	13	318707026123452416	4	13	Mon Apr 01 12:50:50 +0000 2013	0	RT @DBNess: Want to see more women in STEM careers? #Design a poster to encourage girls in STEM &amp; win up to $5000 http://t.co/gCGkwM1ON4
Mon Apr 01 16:52:25 +0000 2013	318767820445999105	jonmarkgo	0	0	0	0	0	0	0	0	@jonmarkgo - LOVED your presentation on the history of the hackathon at #OpenTechNYC - thank you!
Mon Apr 01 16:33:42 +0000 2013	318763110666211331	DBNess|CodeMontage	0	1	0	0	0	0	0	0	@DBNess GREAT to finally meet you! @codemontage matches non-profits w devs wanting to learn WHILE making a difference! SO cool! #OpenTechNYC
Fri Mar 29 03:44:47 +0000 2013	317482443982639104	Aviary|geekgirlweb|jonmarkgo|itsandrewhorn	0	0	5	0	0	0	0	0	Devs! Get Presentation Practice next Wed. (4/3) at @aviary. On the panel are @geekgirlweb @jonmarkgo @itsandrewhorn.  http://t.co/s75GyNxqHl
Sat Feb 23 02:31:09 +0000 2013	305142722774319104	0	0	0	0	0	0	0	0	0	Fascinating! The Extraordinary Science of Addictive Junk Food http://t.co/7Dn3gRCAKU
Fri Feb 22 15:45:25 +0000 2013	304980221273178112	0	0	0	0	0	0	0	0	0	I just supported Say NO to VAW! on Thunderclap! http://t.co/AoHe27mMBF
Sat Feb 16 03:52:53 +0000 2013	302626576460312576	0	0	0	0	0	0	0	0	0	The question is not “What was she doing/wearing/saying?”, but “What made him think this is acceptable?” http://t.co/h7y4Lvby
Wed Feb 13 14:26:20 +0000 2013	301698828254474240	0	0	0	0	0	0	0	0	0	10x10: Girl Rising Film - let's get this film to screen in NYC: https://t.co/p3BuAJ2b|#10x10 #HalfTheSky
Wed Feb 06 21:56:39 +0000 2013	299275436532318209	0	0	0	0	0	0	0	0	0	Hey New York - Check out The National Girl Scout Cookie Day Truck on Friday! http://t.co/Ib8WgETC
Tue Feb 05 04:09:08 +0000 2013	298644399913582592	0	0	0	0	0	0	0	0	0	A must watch! "Leslie Morgan Steiner: Why domestic violence victims don't leave" http://t.co/FAL3vlkS #TED
Mon Jan 21 19:06:28 +0000 2013	293434405500882944	BarackObama	0	0	12524	293404415535239168	4086	12524	Mon Jan 21 17:07:18 +0000 2013	0	RT @BarackObama: Our journey is not complete until our wives, our mothers, and daughters can earn a living equal to their efforts.
Tue Jan 15 16:19:24 +0000 2013	291218032162897921	0	0	0	0	0	0	0	0	0	#NRA spits on kids' graves, but shame on  #applestore for endorsing violence in 4-yr olds! #SandyHookPromise http://t.co/4AqMEWPW
Thu Jan 03 17:32:43 +0000 2013	286887828548366337	RepresentPledge	0	3	5	0	0	0	0	0	Proof that more women behind TV scenes means better representations of women on TV screens! @RepresentPledge #MissRep|http://t.co/fhHXhP91
Sun Dec 30 19:18:40 +0000 2012	285464942193287168	greatWASHyatra	0	0	1	0	0	0	0	0	@greatWASHyatra breaks down taboos and superstitions about menstruation, sanitation and hygiene http://t.co/ryadVFcp
Thu Dec 13 17:39:08 +0000 2012	279279301440966657	NickKristof	0	0	0	0	0	0	0	0	great op-ed from @NickKristof http://t.co/sULOq8CH
Thu Dec 13 17:38:06 +0000 2012	279279040072937474	RepresentPledge	0	0	0	0	0	0	0	0	gender-neutral toys- yes! @RepresentPledge #MissRep|http://t.co/ijRD6JxB
Fri May 11 12:05:18 +0000 2012	200919507307462657	bakedbymelissa|JetBlue|UNWomen_MetroNY	0	0	0	0	0	0	0	0	Look fwd to the NYC Wed 5/16 #SayNOevent . 2 hours open bar, @BakedByMelissa cupcakes, chance to win @JetBlue tix - FUN! @UNWomen_MetroNY
Wed Apr 25 13:56:11 +0000 2012	195149208054009856	danfinkler	0	0	0	0	0	0	0	0	@danfinkler i'm going w a coworker to this tomorrow/Thurs. heard it's nice networking. come if you're free! http://t.co/7b0kWzUZ
Tue Apr 10 19:29:08 +0000 2012	189797179534225408	SoundHound	0	0	0	0	0	0	0	0	Cool useful app! @SoundHound: Sing, whistle or hum a melody and find out the name of that tune! http://t.co/FNyJZw2T
Fri Apr 06 00:54:32 +0000 2012	188067129210314752	0	0	0	0	0	0	0	0	0	Not even supermodels live up to the airbrushed model of perfection that advertisers tell us we should be: http://t.co/sTbgn9FB #MissRep
Sat Mar 24 20:01:27 +0000 2012	183644718872281088	womensmediacntr|WomenUndrSiege	0	0	0	0	0	0	0	0	@womensmediacntr project to #stoprape as a weapon of war: http://t.co/FbvrsFMW via @WomenUndrSiege
Sat Mar 24 19:31:49 +0000 2012	183637262075043842	JackieJudd	0	0	1	183634952083083265	0	1	Sat Mar 24 19:22:39 +0000 2012	0	RT @JackieJudd: Don't let Republicans Block the Violence Against Women Act! http://t.co/e36S4vRx #fem2 #p2 Pls RT
Sat Mar 24 19:00:11 +0000 2012	183629299629297664	ejyoung67|MattLaCasse	0	0	1	183281531391971328	0	1	Fri Mar 23 19:58:16 +0000 2012	0	RT @ejyoung67: Wow! BEYOND OFFENSIVE. RT @mattlacasse: My God. Just...FREAKING THINK CREATIVE PEOPLE. http://t.co/KyIjNnFr #belvederevodka
Sat Mar 24 19:00:04 +0000 2012	183629269241573378	jason_leite	0	0	1	183286572215582720	0	1	Fri Mar 23 20:18:18 +0000 2012	0	RT @jason_leite: Ridiculous. How does this get put out there?! The half-hearted apology is just insulting too. http://t.co/Kxcpydcy #ccp ...
Sat Mar 24 18:59:52 +0000 2012	183629220734451712	ActsofSwine	0	0	1	183339343065251843	0	1	Fri Mar 23 23:48:00 +0000 2012	0	RT @ActsofSwine: Love to roofie but hate all the tedious legal paperwork afterward? Try #BelvedereVodka. http://t.co/RgIXzpr4
Sat Mar 24 18:59:44 +0000 2012	183629188228579328	webinista|belvederevodka|cinnachick	0	0	2	183289178241507329	0	2	Fri Mar 23 20:28:40 +0000 2012	0	RT @webinista: wow. i sincerely hope this @belvederevodka ad is fake. not down with the rapey overtones. http://t.co/jzcEYxxS (via @cinn ...
Sat Mar 24 18:58:48 +0000 2012	183628954161258497	ann_kilzer|kashhill	0	0	1	183548888769241088	0	1	Sat Mar 24 13:40:39 +0000 2012	0	RT @ann_kilzer: @kashhill Disappointed in apologies like "We're sorry you were offended." Blames the viewer rather than the source. #bel ...
Sat Mar 24 18:56:47 +0000 2012	183628444645588992	nottswcentre|mrsbunnyrabbit4|nottswcentre|belvederevodka	0	0	1	183589606086819841	0	1	Sat Mar 24 16:22:27 +0000 2012	0	RT @nottswcentre: “@mrsbunnyrabbit4: @nottswcentre please RT and join the boycott of @belvederevodka||http://t.co/EAB1TIBA” &lt; shocked ...
Sat Mar 24 18:15:24 +0000 2012	183618032097173505	Fem2pt0|Jezebel	0	0	1	183270695038492673	0	1	Fri Mar 23 19:15:13 +0000 2012	0	RT @Fem2pt0: Unvelievable, check out @Jezebel the Rapey Belvedere Vodka Ad That Just Got Pulled http://t.co/JaKDkMde #fem2 sexualassault
Sat Mar 24 18:09:30 +0000 2012	183616544784384001	Fem2pt0	0	0	4	183576508017819648	0	4	Sat Mar 24 15:30:24 +0000 2012	0	RT @Fem2pt0: The real reason African patriarchs have a problem with African feminism http://t.co/3bAQCekU #fem2
Sat Mar 24 18:09:21 +0000 2012	183616508755329026	Fem2pt0	0	0	6	183616395433611264	0	6	Sat Mar 24 18:08:54 +0000 2012	0	RT @Fem2pt0: How can we create a safe environment for survivors of #sexualviolence http://t.co/c9GExBYN #endthesilence #fem2
Sat Mar 24 18:08:57 +0000 2012	183616406246535169	Fem2pt0	0	0	3	183593419069865984	0	3	Sat Mar 24 16:37:36 +0000 2012	0	RT @Fem2pt0: Two weeks after she spoke out on Intl Women's Day, a #Hyatt employee was suspended w/out pay by #Hyatt. http://t.co/otTzc1M ...
Tue Mar 20 17:42:00 +0000 2012	182160074515558400	rainmakers101	0	0	2	167118190546128896	0	2	Wed Feb 08 05:30:56 +0000 2012	0	RT @rainmakers101: What are the ten hottest startup sectors for 2012?||http://t.co/L44VgfLi http://t.co/TiweuA4b
Tue Mar 20 17:41:39 +0000 2012	182159984279289856	hautebride|EntMagazine	0	0	6	169824008529903617	2	6	Wed Feb 15 16:42:53 +0000 2012	0	RT @hautebride: How Pinterest Is Becoming the Next Big Thing in Social Media for Business http://t.co/oh80HUQe via @entmagazine
Tue Mar 20 17:41:30 +0000 2012	182159947902103552	kiehner	0	0	4	172364074238226432	1	4	Wed Feb 22 16:56:12 +0000 2012	0	RT @kiehner: Five Lessons Learned From A Day I Spent With 1000 Women Entrepreneurs - Forbes http://t.co/iEMy9Zaf
Tue Mar 20 17:41:20 +0000 2012	182159904902090753	taniayuki	0	0	1	175634073530793985	0	1	Fri Mar 02 17:30:00 +0000 2012	0	RT @taniayuki: Why Many Women Entrepreneurs Secretly Decide to “Play Small”| http://t.co/CIHqqWTS #leadership #womenleadership
Tue Mar 20 16:57:03 +0000 2012	182148759193526272	USNC_UNWomen|Unwomen|SenGillibrand|SenSchumer|CarolynBMaloney	0	0	1	0	0	0	0	0	Today is @USNC_UNWomen call-in! I’m asking my #NYC reps to support more US funding for @UNWomen: @SenGillibrand @SenSchumer @CarolynBMaloney
Tue Mar 20 16:25:49 +0000 2012	182140901026562049	UNWomen_MetroNY	0	0	1	182134284008697856	0	1	Tue Mar 20 15:59:31 +0000 2012	0	RT @UNWomen_MetroNY: Today! Make ur voice heard on behalf of women worldwide. Call Congress &amp; request greater funding for #UNWomen.  ...
Fri Mar 16 10:45:19 +0000 2012	180605660277383169	good	0	0	54	180520026250543104	65	54	Fri Mar 16 05:05:02 +0000 2012	0	RT @GOOD: How I became my own mentor in a freelance economy http://t.co/YEBZy83Z
Fri Mar 16 10:44:43 +0000 2012	180605511094386688	good	0	0	73	180550223637118976	54	73	Fri Mar 16 07:05:02 +0000 2012	0	RT @GOOD: Why I dumped my iPhone—and I'm not going back http://t.co/DoMO9rmA
Fri Mar 16 10:44:01 +0000 2012	180605333419458560	good	0	0	16	180580429475221504	22	16	Fri Mar 16 09:05:04 +0000 2012	0	RT @GOOD: The future is lonely: Why I'm only having one kid http://t.co/Cby88hUb
Fri Mar 16 10:43:41 +0000 2012	180605247532703744	Sarvina9|girlswhorockny|10x10act	0	0	2	180562987273302016	0	2	Fri Mar 16 07:55:45 +0000 2012	0	RT @10x10act: For sure! RT @Sarvina9: @girlswhorockny @10x10act  sometimes it is important too for men to show their face in supporting  ...
Fri Mar 16 10:43:33 +0000 2012	180605217002364928	FastCoExist	0	0	1	180561742936543232	0	1	Fri Mar 16 07:50:48 +0000 2012	0	RT @10x10act: Using powers for good. RT @FastCoExist: 90% of #nonprofits have little to no IT support. Here's how we can change that. ht ...
Sat Mar 10 14:02:14 +0000 2012	178480887988621313	WorldBank|DailyTekk	0	0	22	178476665389858816	15	22	Sat Mar 10 13:45:27 +0000 2012	0	RT @WorldBank: We're pleased to make the top 100 #data blogs & resources in this piece by @dailytekk. http://t.co/3crrHCca  #opendata
Sat Mar 10 13:57:54 +0000 2012	178479796068679681	LollyDaskal|Michael_Lytle	0	0	3	178477827350466562	1	3	Sat Mar 10 13:50:04 +0000 2012	0	RT @LollyDaskal: This tuesday we have the one and only @Michael_Lytle on #leadfromwithin tweetchat "Technology and Leadership” 8pm est
Fri Mar 09 21:44:04 +0000 2012	178234725595484160	WorldBank|tgherzog|WorldBank	0	0	16	178233738809970690	1	16	Fri Mar 09 21:40:09 +0000 2012	0	RT @WorldBank: MT @tgherzog: Apps starting to come in for @WorldBank #apps4climate competition. Just 7 days left to submit! http://t.co/ ...
Fri Mar 09 18:38:00 +0000 2012	178187901002194945	TheWomanEffect	0	0	1	178164541786570754	0	1	Fri Mar 09 17:05:11 +0000 2012	0	RT @TheWomanEffect: The skills that help you climb to the top won’t suffice once you get there. http://t.co/Xm73LCMx So what do you need ...
Fri Mar 09 18:37:45 +0000 2012	178187836443471872	WomenInWorld|csdickey|GaelGarciaB|sgereda|rosiorozco	0	0	6	178164471469060096	1	6	Fri Mar 09 17:04:54 +0000 2012	0	RT @WomenInWorld: .@csdickey introduces our next panel with @gaelgarciab @sgereda @rosiorozco which will explore #humantrafficking in La ...
Fri Mar 09 18:31:37 +0000 2012	178186293551972354	UN_CSW	0	0	10	178166568344231936	1	10	Fri Mar 09 17:13:14 +0000 2012	0	RT @UN_CSW: #CSW56 adapts #resolution on ending female genital #mutilation ( #endFGM #FGM)
Fri Mar 09 18:31:20 +0000 2012	178186221292486658	breakthrough|GaelGarOfficial	0	0	3	178166612308930561	0	3	Fri Mar 09 17:13:25 +0000 2012	0	RT @breakthrough: Film by @gaelgarofficial: women coming from LatAm 2 US take birth control injection before leaving; they assume they w ...
Fri Mar 09 18:31:12 +0000 2012	178186189097021440	WomenInWorld|GaelGarciaB	0	0	13	178166632110227456	2	13	Fri Mar 09 17:13:29 +0000 2012	0	RT @WomenInWorld: Check out "Invisibles," the film series by @gaelgarciab addressing #migrant and #humantrafficking issues http://t.co/U ...
Fri Mar 09 18:29:41 +0000 2012	178185808270999552	JenSiebelNewsom	0	0	6	178169177650102274	0	6	Fri Mar 09 17:23:36 +0000 2012	0	RT @JenSiebelNewsom: From the #wiw12 summit: "49 women killed every month in Guatemala and 99% of husbands and traffickers who murder th ...
Fri Mar 09 18:29:08 +0000 2012	178185667216543744	RepresentPledge|thedailybeast	0	0	6	178169535143227392	1	6	Fri Mar 09 17:25:02 +0000 2012	0	RT @RepresentPledge: "Where Are the Women at the Top?" via @thedailybeast #wiw12 http://t.co/34wbzDwj #MissRep
Fri Mar 09 18:28:30 +0000 2012	178185508042706944	Slate	0	0	26	178169565212180481	7	26	Fri Mar 09 17:25:09 +0000 2012	0	RT @Slate: Google pays $60k to hackers who uncovered weaknesses in Chrome: http://t.co/LxBLYv8i
Fri Mar 09 18:28:10 +0000 2012	178185423615561729	WomenInWorld|GaelGarciaB	0	0	15	178169787581603840	1	15	Fri Mar 09 17:26:02 +0000 2012	0	RT @WomenInWorld: "The problem is not only misogyny & machismo, that is everywhere. The root of the problem is lack of social justice."  ...
Fri Mar 09 18:27:48 +0000 2012	178185334335614977	gatesfoundation	0	0	851	177532580193779712	37	851	Wed Mar 07 23:14:00 +0000 2012	0	RT @gatesfoundation: FACT: Despite producing up to 80% of the food in Africa, women own only 1% of the agricultural land. #WomensDay #IWD
Fri Mar 09 18:27:00 +0000 2012	178185130723119105	WomenCentric	0	0	1	178172840682586112	0	1	Fri Mar 09 17:38:10 +0000 2012	0	RT @WomenCentric: Looking to fill spots for your next project, panel, book or event? Check out our directory's listings of women experts ...
Fri Mar 09 18:26:43 +0000 2012	178185060430778369	MuSochua	0	0	2	178172478307307521	0	2	Fri Mar 09 17:36:43 +0000 2012	0	RT @MuSochua: Women take to the streets http://t.co/CYLOpDOX women on the move. Chain for change.
Fri Mar 09 18:26:22 +0000 2012	178184970223894531	ghcorps|WomenInWorld	0	0	2	178173687768416256	0	2	Fri Mar 09 17:41:32 +0000 2012	0	RT @10x10act: Progress! BarbaraPBush: w/ proper healthcare @ghcorps helped 7000 HIV+ women gave birth to 7000 HIV- babies in Malawi @Wom ...
Fri Mar 09 18:26:02 +0000 2012	178184886694330370	VitalVoices|DVF|VitalVoices	0	0	1	178174472556253184	1	1	Fri Mar 09 17:44:39 +0000 2012	0	RT @VitalVoices: Shoutout to @DVF! Buy a #proudtobewoman shirt or bag and support @vitalvoices #wiw12
Fri Mar 09 18:25:29 +0000 2012	178184749452505088	VitalVoices|BofA_Community	0	0	3	178175119179526145	0	3	Fri Mar 09 17:47:13 +0000 2012	0	RT @VitalVoices: Some of our amazing women entrepreneurs are selling their products at the #wiw12 boutique. Thx to @BofA_Community for d ...
Fri Mar 09 18:24:40 +0000 2012	178184545160536066	UN_Women|WomenInWorld|thedailybeast	0	0	9	178178349414350848	1	9	Fri Mar 09 18:00:03 +0000 2012	0	RT @UN_Women: The @WomenInWorld summit by @thedailybeast has started in #NYC! Check it out at http://t.co/WkmOAn9W #wiw12
Fri Mar 09 18:22:52 +0000 2012	178184092003745792	RepresentPledge|nytimes	0	0	19	178182882135777280	3	19	Fri Mar 09 18:18:04 +0000 2012	0	RT @RepresentPledge: "For Teenage Girls, Facebook Means Always Being Camera-Ready" via @nytimes http://t.co/xtIcuIt4 #MissRep
Fri Mar 09 14:10:15 +0000 2012	178120519453913088	UNWomen_MetroNY	0	0	0	0	0	0	0	0	day 2 at #wiw12 conference! taking notes & tweeting for @UNWomen_MetroNY website!
Fri Mar 09 05:05:18 +0000 2012	177983376073031680	Daily_Good	0	0	36	177966261697904640	11	36	Fri Mar 09 03:57:17 +0000 2012	0	RT @Daily_Good: "Do, or do not. There is not try." ~Yoda
Fri Mar 09 05:03:07 +0000 2012	177982829223878656	LollyDaskal|ptarkkonen|LollyDaskal	0	0	9	177970737603280896	4	9	Fri Mar 09 04:15:05 +0000 2012	0	RT @LollyDaskal: RT @ptarkkonen: RT @LollyDaskal "Lead if you can, follow if you must, but don't stand still." #quote #life
Fri Mar 09 05:02:48 +0000 2012	177982746847744001	lizwebercmc|LeaderChat|lizwebercmc	0	0	1	177977032452472832	0	1	Fri Mar 09 04:40:05 +0000 2012	0	RT @lizwebercmc: TY & SO to: RT @tweetymommy: RT @LeaderChat: Grow Your Business Through Your Employees Not Your Customers. By @lizweber ...
Fri Mar 09 03:23:31 +0000 2012	177957762863607808	UN_Women|SayNO_UNiTE	0	0	12	177948077880127488	2	12	Fri Mar 09 02:45:02 +0000 2012	0	RT @UN_Women: More #ruralwomen experience #domesticviolence,but fewer have access to services http://t.co/zYqsKyi9 cc @SayNO_UNiTE #IWD
Fri Mar 09 03:23:17 +0000 2012	177957701668708352	BRACworld	0	0	16	177924089632129024	0	16	Fri Mar 09 01:09:43 +0000 2012	0	RT @BRACWorld: "When women are economically and politically empowered, societies are different" Albright #WIW12
Fri Mar 09 03:22:53 +0000 2012	177957603110961153	ShelbyKnox	0	0	19	177909778197135360	1	19	Fri Mar 09 00:12:51 +0000 2012	0	RT @ShelbyKnox: So many of us tonight have broken glass ceilings just to discover they were thick layers of men. - Jane Batman #wiw12
Fri Mar 09 03:22:35 +0000 2012	177957527298904064	UNWomen_MetroNY|Lagarde	0	0	2	177955355265994752	0	2	Fri Mar 09 03:13:57 +0000 2012	0	RT @UNWomen_MetroNY: Work/life balance: You can't have it all at same time at same pace. You sacrifice. You feel guilty. You recover. -C ...
Fri Mar 09 03:22:29 +0000 2012	177957500845436928	UNWomen_MetroNY	0	0	2	177953045928361984	0	2	Fri Mar 09 03:04:47 +0000 2012	0	RT @UNWomen_MetroNY: If Lehman Brothers had been Lehman Brothers & Sisters, we wouldn't have had the degree of tragedy that happened. Ch ...
Fri Mar 09 03:21:49 +0000 2012	177957335375953920	0	0	0	0	0	0	0	0	0	Women in the World conference! just saw Angelina Jolie, Madeline Albright. You can watch live stream: http://t.co/TIP7c5tl #wiw12
Mon Mar 05 22:04:04 +0000 2012	176790205666312192	MAKERSwomen|sherylsandberg|facebook	0	0	3	176667145277673472	1	3	Mon Mar 05 13:55:04 +0000 2012	0	RT @MAKERSwomen: "We must change the expectations of who does what in the home," @sherylsandberg COO @Facebook. Visit http://t.co/I0bEwA ...
Mon Mar 05 22:03:46 +0000 2012	176790130516967424	good|techladymafia|anitaborg_org	0	0	15	176669352995729408	9	15	Mon Mar 05 14:03:50 +0000 2012	0	RT @GOOD: We talk to @techladymafia about the new @anitaborg_org report, brogrammers and why the world needs more ladies in tech: http:/ ...
Sun Mar 04 22:20:39 +0000 2012	176431992810897409	MRGottschalk|ABDtweets	0	0	1	175699478299414529	0	1	Fri Mar 02 21:49:54 +0000 2012	0	RT @MRGottschalk: RT @ABDtweets In the news: #Google Mentoring Scheme Aims to Boost Female #Talent Pipeline http://t.co/ewgbG9qL #mentor ...
Sun Mar 04 22:19:31 +0000 2012	176431706528686081	feistycoach	0	0	1	175974024596307968	0	1	Sat Mar 03 16:00:51 +0000 2012	0	RT @feistycoach: Ne’er look for the birds of this year in the nests of the last. ~Miguel de Cervantes #quote #WomenLeaders
Sun Mar 04 22:13:49 +0000 2012	176430272865255424	DailyDisrupt|CarlsbergGroup	0	0	2	174619150046597126	0	2	Tue Feb 28 22:17:04 +0000 2012	0	RT @DailyDisrupt: Way to go @CarlsbergGroup -  Diversifies Supervisory Board By Adding Two Women - #WomenLeaders #Womeninbusiness http:/ ...
Sun Mar 04 22:12:24 +0000 2012	176429915753807874	TheWomanEffect	0	0	8	176054353625489408	2	8	Sat Mar 03 21:20:03 +0000 2012	0	RT @TheWomanEffect: How do we know women make good leaders? http://t.co/xa6Mdod2 Female CEOs rate (highly) in employee confidence and tr ...
Sun Mar 04 22:09:32 +0000 2012	176429193876357121	RepresentPledge|SInow	0	0	10	175319995075674112	1	10	Thu Mar 01 20:41:58 +0000 2012	0	RT @RepresentPledge: .@SInow Are sports only for heterosexual men? What message does your swimsuit issue send young female athletes? We' ...
Sun Mar 04 17:20:58 +0000 2012	176356572820279297	0	0	0	0	0	0	0	0	0	How to Ask Candidates Questions that Make a Difference by Fran Korten http://t.co/Vf6qnkds
Sun Mar 04 16:49:36 +0000 2012	176348679697997824	Daily_Good	0	0	6	169337071020949504	3	6	Tue Feb 14 08:27:58 +0000 2012	0	RT @Daily_Good: #dailygood Much of what we do is like planting trees under which we may never sit, but plant we must. http://t.co/L35xQ4KZ
Sun Mar 04 16:28:38 +0000 2012	176343404492496896	Daily_Good	0	0	44	171087873695694851	13	44	Sun Feb 19 04:25:02 +0000 2012	0	RT @Daily_Good: "Sometimes the most urgent thing you can possibly do is take a complete rest." ~Ashleigh Brilliant
Sun Mar 04 16:06:12 +0000 2012	176337759693307904	Daily_Good	0	0	38	175416423420665857	13	38	Fri Mar 02 03:05:09 +0000 2012	0	RT @Daily_Good: "Treat people as if they were what they ought to be, and you help them to become what they are capable of being." ~Goethe
Sun Mar 04 16:03:32 +0000 2012	176337086796935168	Daily_Good	0	0	5	172663582415273986	1	5	Thu Feb 23 12:46:20 +0000 2012	0	RT @Daily_Good: #dailygood Top 5 Regrets of the Dying http://t.co/CqcKFP4c
Sun Mar 04 16:02:45 +0000 2012	176336888901283840	Daily_Good	0	0	8	171511018307059713	1	8	Mon Feb 20 08:26:27 +0000 2012	0	RT @Daily_Good: #dailygood The greatest pleasure in life, is doing the things people say we cannot do. http://t.co/KiUlJSye
Sun Mar 04 16:02:45 +0000 2012	176336888901283840	Daily_Good	0	0	8	171511018307059713	1	8	Mon Feb 20 08:26:27 +0000 2012	0	RT @Daily_Good: #dailygood The greatest pleasure in life, is doing the things people say we cannot do. http://t.co/KiUlJSye
Sun Mar 04 16:02:36 +0000 2012	176336852507299840	Daily_Good	0	0	13	171613855053660161	2	13	Mon Feb 20 15:15:06 +0000 2012	0	RT @Daily_Good: "Knowledge has to be improved, challenged, and increased constantly, or it vanishes." ~Peter F. Drucker
Sun Mar 04 16:02:04 +0000 2012	176336717933051905	Daily_Good	0	0	8	171938089948807170	2	8	Tue Feb 21 12:43:29 +0000 2012	0	RT @Daily_Good: #dailygood Social Media for Social Transformation http://t.co/5I6Hdw4M
Sun Mar 04 16:01:53 +0000 2012	176336672043184129	Daily_Good	0	0	7	172133562429087744	5	7	Wed Feb 22 01:40:14 +0000 2012	0	RT @Daily_Good: "Transformation literally means going beyond your form." ~Wayne Dyer
Sun Mar 04 16:01:45 +0000 2012	176336638006403073	Daily_Good	0	0	3	172010224767610880	1	3	Tue Feb 21 17:30:08 +0000 2012	0	RT @Daily_Good: If #Gandhi were alive today, would he use #socialmedia? http://t.co/SF28OpEF
Sun Mar 04 16:01:29 +0000 2012	176336571476361217	Daily_Good	0	0	9	172161232080605184	5	9	Wed Feb 22 03:30:10 +0000 2012	0	RT @Daily_Good: "What the teacher is, is more important that what he teaches." ~Karl Menninger
Sun Mar 04 16:00:59 +0000 2012	176336446200885249	Daily_Good	0	0	11	172338638452031489	5	11	Wed Feb 22 15:15:07 +0000 2012	0	RT @Daily_Good: "It is not the road ahead that wears you out -- it is the grain of sand in your shoe." ~Arabian Proverb
Sun Mar 04 16:00:30 +0000 2012	176336325635608578	Daily_Good	0	0	14	172701034551058433	3	14	Thu Feb 23 15:15:09 +0000 2012	0	RT @Daily_Good: "Joy is not in things; it is in us." ~Richard Wagner
Sun Mar 04 16:00:20 +0000 2012	176336282253926400	Daily_Good	0	0	14	172776051699748865	8	14	Thu Feb 23 20:13:15 +0000 2012	0	RT @Daily_Good: "If we could literally reach into you and remove all your fears - every one of them - how different would your life be?  ...
Sun Mar 04 15:59:54 +0000 2012	176336172921012227	Daily_Good	0	0	19	173062157775290371	4	19	Fri Feb 24 15:10:08 +0000 2012	0	RT @Daily_Good: "Your children need your presence more than your presents." ~Jesse Jackson
Sun Mar 04 15:57:07 +0000 2012	176335472895856640	Daily_Good	0	0	7	174588480997957632	1	7	Tue Feb 28 20:15:12 +0000 2012	0	RT @Daily_Good: #BeTheChange: "Only after a break can you have a breakthrough." http://t.co/L4B0mcsS
Sun Mar 04 15:24:53 +0000 2012	176327362173079554	Daily_Good	0	0	13	176143697962999808	7	13	Sun Mar 04 03:15:04 +0000 2012	0	RT @Daily_Good: "Perfection is achieved not when there is nothing more to add, but when there is nothing left to take away." ~Antoine de ...
Sun Mar 04 15:24:45 +0000 2012	176327327909806080	Daily_Good	0	0	6	176284949274562561	2	6	Sun Mar 04 12:36:21 +0000 2012	0	RT @Daily_Good: #dailygood The Power of Metaphors http://t.co/uBC0PFzS
